GPK	Generic	Shape	Route	DoseType	Dep	CVL	PVL	DiluentVol	Diluent	MinAge	MaxAge	MinWeight	MaxWeight	MinDose	MaxDose	Solutions	MinVol	MaxVol	MinPerc	MaxPerc	MinTime	MaxTime	MinRate	MaxRate	RateUnit	Substance	Unit	Quantities	MinQty	MaxQty	MinConc	MaxConc
127590	hepatitis-b-vaccin injsusp 40ug/ml as04c-adj	suspensie voor injectie	im		PICU			0								NaCl;gluc5;gluc10										hepatitis-b-vaccin						
127590	hepatitis-b-vaccin injsusp 40ug/ml as04c-adj	suspensie voor injectie	im		NICU			0								NaCl;gluc5;gluc10										hepatitis-b-vaccin						
127582	hepatitis-b-vaccin injsusp 40ug/ml spmsd	suspensie voor injectie	im		ICC			0								NaCl;gluc5;gluc10										hepatitis-b-vaccin						
127582	hepatitis-b-vaccin injsusp 40ug/ml spmsd	suspensie voor injectie	im		PICU			0								NaCl;gluc5;gluc10										hepatitis-b-vaccin						
127582	hepatitis-b-vaccin injsusp 40ug/ml spmsd	suspensie voor injectie	im		NICU			0								NaCl;gluc5;gluc10										hepatitis-b-vaccin						
1112	hydrocortison pdr v injvlst 100mg	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										hydrocortison						
1112	hydrocortison pdr v injvlst 100mg	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										hydrocortison						
1112	hydrocortison pdr v injvlst 100mg	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										hydrocortison						
1112	hydrocortison pdr v injvlst 100mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										hydrocortison						
1112	hydrocortison pdr v injvlst 100mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										hydrocortison						
1112	hydrocortison pdr v injvlst 100mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										hydrocortison						
139688	hydroxocobalamine infusiepoeder 5g	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										hydroxocobalamine						
139688	hydroxocobalamine infusiepoeder 5g	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										hydroxocobalamine						
139688	hydroxocobalamine infusiepoeder 5g	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										hydroxocobalamine						
49441	hydroxocobalamine injvlst  500ug/ml (hcl)	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										hydroxocobalamine						
49441	hydroxocobalamine injvlst  500ug/ml (hcl)	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										hydroxocobalamine						
49441	hydroxocobalamine injvlst  500ug/ml (hcl)	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										hydroxocobalamine						
94005	hydroxyethylzetmeel infvlst  60mg/ml	infusievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										hydroxyethylzetmeel						
94005	hydroxyethylzetmeel infvlst  60mg/ml	infusievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										hydroxyethylzetmeel						
94005	hydroxyethylzetmeel infvlst  60mg/ml	infusievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										hydroxyethylzetmeel						
125679	ibuprofen injvlst 5mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										ibuprofen						
125679	ibuprofen injvlst 5mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										ibuprofen						
125679	ibuprofen injvlst 5mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										ibuprofen						
160245	idarucizumab inj/infopl 50mg/ml	injectie/infusieoplossing	iv		ICC			0								NaCl;gluc5;gluc10										idarucizumab						
160245	idarucizumab inj/infopl 50mg/ml	injectie/infusieoplossing	iv		PICU			0								NaCl;gluc5;gluc10										idarucizumab						
160245	idarucizumab inj/infopl 50mg/ml	injectie/infusieoplossing	iv		NICU			0								NaCl;gluc5;gluc10										idarucizumab						
162884	iloprost infopl conc 0,1mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										iloprost						
162884	iloprost infopl conc 0,1mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										iloprost						
162884	iloprost infopl conc 0,1mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										iloprost						
55115	imipenem/cilastatine infusiepoeder 500/500mg	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										cilastatine						
55115	imipenem/cilastatine infusiepoeder 500/500mg	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										cilastatine						
55115	imipenem/cilastatine infusiepoeder 500/500mg	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										cilastatine						
79251	immunoglobuline normaal infusiepoeder  5g	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										immunoglobuline, normaal						
79251	immunoglobuline normaal infusiepoeder  5g	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										immunoglobuline, normaal						
79251	immunoglobuline normaal infusiepoeder  5g	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										immunoglobuline, normaal						
79278	immunoglobuline normaal infusiepoeder 10g	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										immunoglobuline, normaal						
79278	immunoglobuline normaal infusiepoeder 10g	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										immunoglobuline, normaal						
79278	immunoglobuline normaal infusiepoeder 10g	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										immunoglobuline, normaal						
102024	immunoglobuline normaal infvlst  50mg/ml	infusievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										immunoglobuline, normaal						
102024	immunoglobuline normaal infvlst  50mg/ml	infusievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										immunoglobuline, normaal						
102024	immunoglobuline normaal infvlst  50mg/ml	infusievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										immunoglobuline, normaal						
125008	immunoglobuline normaal infvlst 100mg/ml	infusievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										immunoglobuline, normaal						
125008	immunoglobuline normaal infvlst 100mg/ml	infusievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										immunoglobuline, normaal						
125008	immunoglobuline normaal infvlst 100mg/ml	infusievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										immunoglobuline, normaal						
124672	immunoglobuline normaal injv 165mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										immunoglobuline, normaal						
124672	immunoglobuline normaal injv 165mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										immunoglobuline, normaal						
124672	immunoglobuline normaal injv 165mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										immunoglobuline, normaal						
102393	indocyaninegroen injectiepoeder 25mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										indocyaninegroen						
102393	indocyaninegroen injectiepoeder 25mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										indocyaninegroen						
102393	indocyaninegroen injectiepoeder 25mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										indocyaninegroen						
123633	indocyaninegroen injectiepoeder 50mg	poeder voor injectievloeistof	iv		ICC			1								NaCl;gluc5;gluc10										indocyaninegroen						
123633	indocyaninegroen injectiepoeder 50mg	poeder voor injectievloeistof	iv		PICU			1								NaCl;gluc5;gluc10										indocyaninegroen						
123633	indocyaninegroen injectiepoeder 50mg	poeder voor injectievloeistof	iv		NICU			1								NaCl;gluc5;gluc10										indocyaninegroen						
108391	infliximab infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										infliximab						
108391	infliximab infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										infliximab						
108391	infliximab infusiepoeder 100mg	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										infliximab						
108251	insuline aspart injvlst 100e/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										insuline aspart						
108251	insuline aspart injvlst 100e/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										insuline aspart						
108251	insuline aspart injvlst 100e/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										insuline aspart						
115738	insuline lispro 100e/ml injvlst	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										insuline lispro						
115738	insuline lispro 100e/ml injvlst	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										insuline lispro						
115738	insuline lispro 100e/ml injvlst	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										insuline lispro						
182605	isatuximab infopl conc 20mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										isatuximab						
182605	isatuximab infopl conc 20mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										isatuximab						
182605	isatuximab infopl conc 20mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										isatuximab						
164283	isavuconazol infusiepoeder 200mg	poeder voor oplossing voor infusie	iv		ICC			1								NaCl;gluc5;gluc10										isavuconazol						
164283	isavuconazol infusiepoeder 200mg	poeder voor oplossing voor infusie	iv		PICU			1								NaCl;gluc5;gluc10										isavuconazol						
164283	isavuconazol infusiepoeder 200mg	poeder voor oplossing voor infusie	iv		NICU			1								NaCl;gluc5;gluc10										isavuconazol						
121606	isoniazide injvlst 100mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										isoniazide						
121606	isoniazide injvlst 100mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										isoniazide						
121606	isoniazide injvlst 100mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										isoniazide						
121606	isoniazide injvlst 100mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										isoniazide						
121606	isoniazide injvlst 100mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										isoniazide						
121606	isoniazide injvlst 100mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										isoniazide						
141666	isoprenaline infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										isoprenaline						
141666	isoprenaline infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										isoprenaline						
141666	isoprenaline infopl conc 1mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										isoprenaline						
48232	kaliumchloride infconc  74,6mg/ml (1mmol/ml)	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										kaliumchloride						
48232	kaliumchloride infconc  74,6mg/ml (1mmol/ml)	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										kaliumchloride						
48232	kaliumchloride infconc  74,6mg/ml (1mmol/ml)	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										kaliumchloride						
158739	kaliumchloride infvlst  75mg/ml (1mmol/ml)	infusievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										kaliumchloride						
158739	kaliumchloride infvlst  75mg/ml (1mmol/ml)	infusievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										kaliumchloride						
158739	kaliumchloride infvlst  75mg/ml (1mmol/ml)	infusievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										kaliumchloride						
36684	labetalol injvlst 5mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										labetalol						
36684	labetalol injvlst 5mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										labetalol						
36684	labetalol injvlst 5mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										labetalol						
125482	levetiracetam infopl conc 100mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										levetiracetam						
125482	levetiracetam infopl conc 100mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										levetiracetam						
125482	levetiracetam infopl conc 100mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										levetiracetam						
54933	levocarnitine injvlst 200mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										levocarnitine						
54933	levocarnitine injvlst 200mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										levocarnitine						
54933	levocarnitine injvlst 200mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										levocarnitine						
136344	levofloxacine infvlst 5mg/ml	infusievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										levofloxacine						
136344	levofloxacine infvlst 5mg/ml	infusievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										levofloxacine						
136344	levofloxacine infvlst 5mg/ml	infusievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										levofloxacine						
7994	levomepromazine injvlst 25mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										levomepromazine						
7994	levomepromazine injvlst 25mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										levomepromazine						
7994	levomepromazine injvlst 25mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										levomepromazine						
7994	levomepromazine injvlst 25mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										levomepromazine						
7994	levomepromazine injvlst 25mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										levomepromazine						
7994	levomepromazine injvlst 25mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										levomepromazine						
154512	levothyroxine injvlst 0,1mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										levothyroxine						
154512	levothyroxine injvlst 0,1mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										levothyroxine						
154512	levothyroxine injvlst 0,1mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										levothyroxine						
126195	lidocaine infopl conc 100mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										lidocaine						
126195	lidocaine infopl conc 100mg/ml	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										lidocaine						
126195	lidocaine infopl conc 100mg/ml	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										lidocaine						
22411	lidocaine injvl 10mg/ml (hcl)	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										lidocaine						
22411	lidocaine injvl 10mg/ml (hcl)	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										lidocaine						
22411	lidocaine injvl 10mg/ml (hcl)	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										lidocaine						
22411	lidocaine injvl 10mg/ml (hcl)	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										lidocaine						
22411	lidocaine injvl 10mg/ml (hcl)	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										lidocaine						
22411	lidocaine injvl 10mg/ml (hcl)	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										lidocaine						
22438	lidocaine injvl 20mg/ml (hcl)	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										lidocaine						
22438	lidocaine injvl 20mg/ml (hcl)	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										lidocaine						
22438	lidocaine injvl 20mg/ml (hcl)	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										lidocaine						
22438	lidocaine injvl 20mg/ml (hcl)	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										lidocaine						
22438	lidocaine injvl 20mg/ml (hcl)	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										lidocaine						
22438	lidocaine injvl 20mg/ml (hcl)	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										lidocaine						
63819	lidocaine injvl 20mg/ml (hcl-1w)	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										lidocaine						
63819	lidocaine injvl 20mg/ml (hcl-1w)	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										lidocaine						
63819	lidocaine injvl 20mg/ml (hcl-1w)	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										lidocaine						
63819	lidocaine injvl 20mg/ml (hcl-1w)	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										lidocaine						
63819	lidocaine injvl 20mg/ml (hcl-1w)	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										lidocaine						
63819	lidocaine injvl 20mg/ml (hcl-1w)	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										lidocaine						
114758	linezolid infvlst 2mg/ml	infusievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										linezolid						
114758	linezolid infvlst 2mg/ml	infusievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										linezolid						
114758	linezolid infvlst 2mg/ml	infusievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										linezolid						
146404	liothyronine injvlst  25ug/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										liothyronine						
146404	liothyronine injvlst  25ug/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										liothyronine						
146404	liothyronine injvlst  25ug/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										liothyronine						
164895	lipidemicrosferen met perflutren injectie/infusie	gas en oplosmiddel voor dispersie injectie/infusie	iv		ICC			0								NaCl;gluc5;gluc10										lipidemicrosferen gevuld met perflutren						
164895	lipidemicrosferen met perflutren injectie/infusie	gas en oplosmiddel voor dispersie injectie/infusie	iv		PICU			0								NaCl;gluc5;gluc10										lipidemicrosferen gevuld met perflutren						
164895	lipidemicrosferen met perflutren injectie/infusie	gas en oplosmiddel voor dispersie injectie/infusie	iv		NICU			0								NaCl;gluc5;gluc10										lipidemicrosferen gevuld met perflutren						
73377	lorazepam injvlst 4mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										lorazepam						
73377	lorazepam injvlst 4mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										lorazepam						
73377	lorazepam injvlst 4mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										lorazepam						
73377	lorazepam injvlst 4mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										lorazepam						
73377	lorazepam injvlst 4mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										lorazepam						
73377	lorazepam injvlst 4mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										lorazepam						
178993	magnesiumchloride inf conc 101,6mg/ml (0,5mmol/ml)	concentraat voor oplossing voor infusie	iv		ICC			0								NaCl;gluc5;gluc10										magnesiumchloride						
178993	magnesiumchloride inf conc 101,6mg/ml (0,5mmol/ml)	concentraat voor oplossing voor infusie	iv		PICU			0								NaCl;gluc5;gluc10										magnesiumchloride						
178993	magnesiumchloride inf conc 101,6mg/ml (0,5mmol/ml)	concentraat voor oplossing voor infusie	iv		NICU			0								NaCl;gluc5;gluc10										magnesiumchloride						
160423	magnesiumchloride inj conc 101,6mg/ml(0,5mmol/ml)	concentraat voor oplossing voor injectie	iv		ICC			0								NaCl;gluc5;gluc10										magnesiumchloride						
160423	magnesiumchloride inj conc 101,6mg/ml(0,5mmol/ml)	concentraat voor oplossing voor injectie	iv		PICU			0								NaCl;gluc5;gluc10										magnesiumchloride						
160423	magnesiumchloride inj conc 101,6mg/ml(0,5mmol/ml)	concentraat voor oplossing voor injectie	iv		NICU			0								NaCl;gluc5;gluc10										magnesiumchloride						
28711	magnesiumsulfaat injvlst 100mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										magnesiumsulfaat						
28711	magnesiumsulfaat injvlst 100mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										magnesiumsulfaat						
28711	magnesiumsulfaat injvlst 100mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										magnesiumsulfaat						
28711	magnesiumsulfaat injvlst 100mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										magnesiumsulfaat						
28711	magnesiumsulfaat injvlst 100mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										magnesiumsulfaat						
28711	magnesiumsulfaat injvlst 100mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										magnesiumsulfaat						
121568	magnesiumsulfaat injvlst 200mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										magnesiumsulfaat						
121568	magnesiumsulfaat injvlst 200mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										magnesiumsulfaat						
121568	magnesiumsulfaat injvlst 200mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										magnesiumsulfaat						
56634	mannitol infvlst 100mg/ml	infusievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										mannitol						
56634	mannitol infvlst 100mg/ml	infusievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										mannitol						
56634	mannitol infvlst 100mg/ml	infusievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										mannitol						
134619	mannitol infvlst 150mg/ml	infusievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										mannitol						
134619	mannitol infvlst 150mg/ml	infusievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										mannitol						
134619	mannitol infvlst 150mg/ml	infusievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										mannitol						
139696	meningokokkenvaccin acwy injpdr (nimenrix)	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										meningokokkenvaccin						
139696	meningokokkenvaccin acwy injpdr (nimenrix)	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										meningokokkenvaccin						
139696	meningokokkenvaccin acwy injpdr (nimenrix)	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										meningokokkenvaccin						
175528	meningokokkenvaccin b injsusp (bexsero)	suspensie voor injectie	im		ICC			0								NaCl;gluc5;gluc10										meningokokkenvaccin						
175528	meningokokkenvaccin b injsusp (bexsero)	suspensie voor injectie	im		PICU			0								NaCl;gluc5;gluc10										meningokokkenvaccin						
175528	meningokokkenvaccin b injsusp (bexsero)	suspensie voor injectie	im		NICU			0								NaCl;gluc5;gluc10										meningokokkenvaccin						
113840	meningokokkenvaccin c injsusp (neisvac-c)	suspensie voor injectie	im		ICC			0								NaCl;gluc5;gluc10										meningokokkenvaccin						
113840	meningokokkenvaccin c injsusp (neisvac-c)	suspensie voor injectie	im		PICU			0								NaCl;gluc5;gluc10										meningokokkenvaccin						
113840	meningokokkenvaccin c injsusp (neisvac-c)	suspensie voor injectie	im		NICU			0								NaCl;gluc5;gluc10										meningokokkenvaccin						
104698	menopauzegonadotrofine injectiepoeder  75ie	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										menopauzegonadotrofine						
104698	menopauzegonadotrofine injectiepoeder  75ie	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										menopauzegonadotrofine						
104698	menopauzegonadotrofine injectiepoeder  75ie	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										menopauzegonadotrofine						
75019	menopauzegonadotrofine injectiepoeder 150ie	poeder voor injectievloeistof	im		ICC			1								NaCl;gluc5;gluc10										menopauzegonadotrofine						
75019	menopauzegonadotrofine injectiepoeder 150ie	poeder voor injectievloeistof	im		PICU			1								NaCl;gluc5;gluc10										menopauzegonadotrofine						
75019	menopauzegonadotrofine injectiepoeder 150ie	poeder voor injectievloeistof	im		NICU			1								NaCl;gluc5;gluc10										menopauzegonadotrofine						
38598	mercapto-ethaansulfonzuur (mesna) injvls 100mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										mercapto-ethaansulfonzuur						
38598	mercapto-ethaansulfonzuur (mesna) injvls 100mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										mercapto-ethaansulfonzuur						
38598	mercapto-ethaansulfonzuur (mesna) injvls 100mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										mercapto-ethaansulfonzuur						
134627	meropenem pdr inj/infopl  500mg	poeder voor injectie/infusieoplossing	iv		ICC			1								NaCl;gluc5;gluc10										meropenem						
134627	meropenem pdr inj/infopl  500mg	poeder voor injectie/infusieoplossing	iv		PICU			1								NaCl;gluc5;gluc10										meropenem						
134627	meropenem pdr inj/infopl  500mg	poeder voor injectie/infusieoplossing	iv		NICU			1								NaCl;gluc5;gluc10										meropenem						
134635	meropenem pdr inj/infopl 1000mg	poeder voor injectie/infusieoplossing	iv		ICC			1								NaCl;gluc5;gluc10										meropenem						
134635	meropenem pdr inj/infopl 1000mg	poeder voor injectie/infusieoplossing	iv		PICU			1								NaCl;gluc5;gluc10										meropenem						
134635	meropenem pdr inj/infopl 1000mg	poeder voor injectie/infusieoplossing	iv		NICU			1								NaCl;gluc5;gluc10										meropenem						
104868	metamizol injvlst 500mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										metamizol						
104868	metamizol injvlst 500mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										metamizol						
104868	metamizol injvlst 500mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										metamizol						
104868	metamizol injvlst 500mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										metamizol						
104868	metamizol injvlst 500mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										metamizol						
104868	metamizol injvlst 500mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										metamizol						
1368	methadon injvlst 10mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										methadon						
1368	methadon injvlst 10mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										methadon						
1368	methadon injvlst 10mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										methadon						
1368	methadon injvlst 10mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										methadon						
1368	methadon injvlst 10mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										methadon						
1368	methadon injvlst 10mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										methadon						
6769	methylergometrine injvlst 0,2mg/ml	injectievloeistof	im		ICC			0								NaCl;gluc5;gluc10										methylergometrine						
6769	methylergometrine injvlst 0,2mg/ml	injectievloeistof	im		PICU			0								NaCl;gluc5;gluc10										methylergometrine						
6769	methylergometrine injvlst 0,2mg/ml	injectievloeistof	im		NICU			0								NaCl;gluc5;gluc10										methylergometrine						
6769	methylergometrine injvlst 0,2mg/ml	injectievloeistof	iv		ICC			0								NaCl;gluc5;gluc10										methylergometrine						
6769	methylergometrine injvlst 0,2mg/ml	injectievloeistof	iv		PICU			0								NaCl;gluc5;gluc10										methylergometrine						
6769	methylergometrine injvlst 0,2mg/ml	injectievloeistof	iv		NICU			0								NaCl;gluc5;gluc10										methylergometrine						
70777	methylprednisolon infusiepoeder  125mg	poeder voor oplossing voor infusie	im		ICC			1								NaCl;gluc5;gluc10										methylprednisolon						
70777	methylprednisolon infusiepoeder  125mg	poeder voor oplossing voor infusie	im		PICU			1								NaCl;gluc5;gluc10										methylprednisolon						
