GPK;ATC;HoofdGroep;SubGroep;Generiek;Product;Etiket;Vorm;Route;Sterkte;Eenheid;StandDose;DoseEenheid;Indicaties;InFormDb
20052;N01BB03;ANAESTHETICA;ANAESTHETICA, LOKALE;MEPIVACAINE;MEPIVACAINE 10MG/ML AMPUL 20 ML;MEPIVACAINE 10MG/ML INJVLST;injectievloeistof;epidur||perineur;10.00;mg/ml;10.00;mg;Lokale en regionale anesthesie in weefsels met aanzienlijke systemische absorptie||Pijnstilling: epiduraal (caudaal)||Bij tandheelkundige ingrepen;20052
20060;N01BB03;ANAESTHETICA;ANAESTHETICA, LOKALE;MEPIVACAINE;MEPIVACAINE 20 MG/ML AMPUL 10 ML;MEPIVACAINE 20MG/ML INJVLST;injectievloeistof;epidur||perineur;20.00;mg/ml;20.00;mg;Lokale en regionale anesthesie in weefsels met aanzienlijke systemische absorptie||Pijnstilling: epiduraal (caudaal)||Bij tandheelkundige ingrepen;20060
110000;A16AA04;OVERIGE MAAGDARMKANAAL- EN METABOLISMEPRODUCTEN;OVERIGE MAAGDARMKANAAL- EN METABOLISMEPRODUCTEN;MERCAPTAMINE;CYSTAGON 50 MG CAPSULE;MERCAPTAMINE 50MG CAPSULE;capsule;or;50.00;mg/stuk;50.00;mg;Cystinosis ||Fotofobie en corneale ulceraties tgv neerslagen van cystine in de cornea;110000
110019;A16AA04;OVERIGE MAAGDARMKANAAL- EN METABOLISMEPRODUCTEN;OVERIGE MAAGDARMKANAAL- EN METABOLISMEPRODUCTEN;MERCAPTAMINE;CYSTAGON 150 MG CAPSULE;MERCAPTAMINE 150MG CAPSULE;capsule;or;150.00;mg/stuk;150.00;mg;Cystinosis ||Fotofobie en corneale ulceraties tgv neerslagen van cystine in de cornea;110019
38598;V03AF01;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;MERCAPTO-ETHAANSULFONZUUR;UROMITEXAN 100MG/ML AMPUL 4ML;MERCAPTOETSULF 100MG/ML INJ;injectievloeistof;iv;100.00;mg/ml;100.00;mg;Profylaxe hemorragische cystitis;38598
97632;V03AF01;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;MERCAPTO-ETHAANSULFONZUUR;UROMITEXAN 400 MG TABLET OMHULD;MERCAPTOETSULF 400MG TABLET;tablet;or;400.00;mg/stuk;400.00;mg;Profylaxe hemorragische cystitis;97632
97640;V03AF01;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;MERCAPTO-ETHAANSULFONZUUR;UROMITEXAN 600 MG TABLET OMHULD;MERCAPTOETSULF 600MG TABLET;tablet;or;600.00;mg/stuk;600.00;mg;Profylaxe hemorragische cystitis;97640
140929;L01BB02;ONCOLYTICA;ANTIMETABOLIETEN;MERCAPTOPURINE;XALUPRINE 20 MG/ML SUSPENSIE 100 ML;MERCAPTOPURINE 20MG/ML SUSP;suspensie voor oraal gebruik;or;20.00;mg/ml;20.00;mg;Oncologische aandoeningen||Inflammatoire darmziekten (IBD);140929
469;L01BB02;ONCOLYTICA;ANTIMETABOLIETEN;MERCAPTOPURINE;PURINETHOL 50 MG TABLET;MERCAPTOPURINE 50MG TABLET;tablet;or;50.00;mg/stuk;50.00;mg;Oncologische aandoeningen||Inflammatoire darmziekten (IBD);469
134627;J01DH02;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;OVERIGE BETALACTAM-ANTIBIOTICA;MEROPENEM;MEROPENEM 500 MG POEDER VOOR INJECTIE;MEROPENEM 500MG PDR INJ/INF;poeder voor injectie/infusieoplossing;iv;500.00;mg/stuk;500.00;mg;Meningitis||Infecties||Infecties bij Cystic Fibrosis;134627
134635;J01DH02;ANTIBACTERIELE MIDDELEN VOOR SYSTEMISCH GEBRUIK;OVERIGE BETALACTAM-ANTIBIOTICA;MEROPENEM;MEROPENEM 1000 MG POEDER VOOR INJECTIE;MEROPENEM 1000MG PD INJ/INF;poeder voor injectie/infusieoplossing;iv;1.000.00;mg/stuk;1.000.00;mg;Meningitis||Infecties||Infecties bij Cystic Fibrosis;134635
98116;A07EC02;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTI-INFLAMMATOIRE DARMMIDDELEN;MESALAZINE;PENTASA COMPACT GRANULAAT MVA 1G IN SACHET;MESALAZINE 1G GRANULAAT MGA;granulaat met gereguleerde afgifte;or;1.00;gr/stuk;1.00;gr;Colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven;98116
117293;A07EC02;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTI-INFLAMMATOIRE DARMMIDDELEN;MESALAZINE;SALOFALK 500 MG GRANULAAT MGA SACHET;MESALAZINE 500MG GRANULAAT;granulaat met gereguleerde afgifte;or;500.00;mg/stuk;500.00;mg;Colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven;117293
65684;A07EC02;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTI-INFLAMMATOIRE DARMMIDDELEN;MESALAZINE;PENTASA 10 MG/ML KLYSMA 100 ML;MESALAZINE 10MG/ML KLYSMA;klysma;rect;10.00;mg/ml;10.00;mg;Colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven;65684
63509;A07EC02;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTI-INFLAMMATOIRE DARMMIDDELEN;MESALAZINE;SALOFALK 2 G/30G KLYSMA;MESALAZINE 66,7MG/G KLYSMA;klysma;rect;66.70;mg/gr;66.70;mg;Colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven;63509
66095;A07EC02;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTI-INFLAMMATOIRE DARMMIDDELEN;MESALAZINE;SALOFALK 250 MG TABLET MSR;MESALAZINE 250MG TABLET MSR;maagsapresistente tablet;or;250.00;mg/stuk;250.00;mg;Colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven;66095
60577;A07EC02;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTI-INFLAMMATOIRE DARMMIDDELEN;MESALAZINE;ASACOL 400 MG TABLET MSR;MESALAZINE 400MG TABLET MSR;maagsapresistente tablet;or;400.00;mg/stuk;400.00;mg;Colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven;60577
66494;A07EC02;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTI-INFLAMMATOIRE DARMMIDDELEN;MESALAZINE;SALOFALK 500 MG TABLET MSR;MESALAZINE 500MG TABLET MSR;maagsapresistente tablet;or;500.00;mg/stuk;500.00;mg;Colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven;66494
117633;A07EC02;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTI-INFLAMMATOIRE DARMMIDDELEN;MESALAZINE;SALOFALK SCHUIM 1G/DOSIS FLACON 14DOSES;MESALAZINE 1G/DO SCHUIM REC;schuim voor rectaal gebruik;rect;1.00;gr/dose;1.00;gr;Colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven;117633
129526;A07EC02;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTI-INFLAMMATOIRE DARMMIDDELEN;MESALAZINE;MEZAVANT 1200 MG TABLET MVA (RETARD);MESALAZINE 1,2G TAB MGA;tablet met gereguleerde afgifte;or;1.20;gr/stuk;1.20;gr;Colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven;129526
82139;A07EC02;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTI-INFLAMMATOIRE DARMMIDDELEN;MESALAZINE (RETARD);PENTASA 500 TABLET MGA (RETARD);MESALAZINE 500MG TABLET MGA;tablet met gereguleerde afgifte;or;500.00;mg/stuk;250.00;mg;Colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven;82139
53023;A07EC02;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTI-INFLAMMATOIRE DARMMIDDELEN;MESALAZINE;SALOFALK 250 MG ZETPIL;MESALAZINE 250MG ZETPIL;zetpil;rect;250.00;mg/stuk;250.00;mg;Colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven;53023
63827;A07EC02;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTI-INFLAMMATOIRE DARMMIDDELEN;MESALAZINE;SALOFALK 500 MG ZETPIL;MESALAZINE 500MG ZETPIL;zetpil;rect;500.00;mg/stuk;500.00;mg;Colitis ulcerosa, zowel in de acute fase als ter voorkoming van recidieven;63827
3816;A10BA02;DIABETESMIDDELEN;BLOEDGLUCOSEVERLAGENDE MIDDELEN EXCL. INSULINES;METFORMINE;METFORMINE 500MG TABLET;METFORMINE 500MG TABLET;tablet;or;500.00;mg/stuk;500.00;mg;Diabetes type II;3816
15865;A10BA02;DIABETESMIDDELEN;BLOEDGLUCOSEVERLAGENDE MIDDELEN EXCL. INSULINES;METFORMINE;METFORMINE HCL 850 MG TABLET;METFORMINE 850MG TABLET;tablet;or;850.00;mg/stuk;850.00;mg;Diabetes type II;15865
114421;A10BA02;DIABETESMIDDELEN;BLOEDGLUCOSEVERLAGENDE MIDDELEN EXCL. INSULINES;METFORMINE;METFORMINE 1000 MG TABLET;METFORMINE 1000MG TABLET;tablet;or;1.000.00;mg/stuk;500.00;mg;Diabetes type II;114421
120316;N07BC02;OVERIGE MIDDELEN WERKZAAM OP HET ZENUWSTELSEL;MIDDELEN BIJ VERSLAVINGEN;METHADON;METHADON 5 MG/ML DRANK 100 ML;METHADON 5MG/ML DRANK;drank;or;5.00;mg/ml;5.00;mg;Pijnbestrijding||Ontwenning van opiaten;120316
1368;N07BC02;OVERIGE MIDDELEN WERKZAAM OP HET ZENUWSTELSEL;MIDDELEN BIJ VERSLAVINGEN;METHADON;METHADON 10 MG/ML AMPUL 1ML INJVLST;METHADON 10MG/ML INJVLST;injectievloeistof;im||iv||sc;10.00;mg/ml;10.00;mg;Pijnbestrijding||Ontwenning van opiaten;1368
20796;N07BC02;OVERIGE MIDDELEN WERKZAAM OP HET ZENUWSTELSEL;MIDDELEN BIJ VERSLAVINGEN;METHADON;METHADON TABLET 5 MG;METHADON 5MG TABLET;tablet;or;5.00;mg/stuk;2.50;mg;Pijnbestrijding||Ontwenning van opiaten;20796
129208;N07BC02;OVERIGE MIDDELEN WERKZAAM OP HET ZENUWSTELSEL;MIDDELEN BIJ VERSLAVINGEN;METHADON;METHADON 20 MG TABLET;METHADON 20MG TABLET;tablet;or;20.00;mg/stuk;20.00;mg;Pijnbestrijding||Ontwenning van opiaten;129208
16918;L04AX03;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSIVA;METHOTREXAAT;METHOTREXAAT 2,5 MG TABLET;METHOTREXAAT 2,5MG TABLET;tablet;or;2.50;mg/stuk;2.50;mg;Juveniele Idiopathische Arthritis (J.I.A.)||Oncologische aandoeningen||Ziekte van Crohn||Juveniele dermatomyositis;16918
168459;L04AX03;IMMUNOSUPPRESSIVA;IMMUNOSUPPRESSIVA;METHOTREXAAT;METHOTREXAAT 10 MG TABLET;METHOTREXAAT 10MG TABLET;tablet;or;10.00;mg/stuk;5.00;mg;Juveniele Idiopathische Arthritis (J.I.A.)||Oncologische aandoeningen||Ziekte van Crohn||Juveniele dermatomyositis;168459
83364;S01XA20;MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK;OVERIGE MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK;METHYLCELLULOSE;METHYLCELLULOSE 0,5% OOGDR  FLACON 10 ML;METHYLCELLULOSE 5MG/ML OOGD;oogdruppels;oog;5.00;mg/ml;5.00;mg;Verminderde traansecretie/uitdroging;83364
130354;N06BA04;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;METHYLFENIDAAT;MEDIKINET CR 5 MG CAPSULE;METHYLFENIDAAT 5MG CAPS MGA;capsule met gereguleerde afgifte;or;5.00;mg/stuk;5.00;mg;Attention Deficit Hyperactivity Disorder (ADHD);130354
126489;N06BA04;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;METHYLFENIDAAT;EQUASYM XL 10 MG CAPSULE MGA (RETARD);METHYLFENIDAAT 10MG CAP MGA;capsule met gereguleerde afgifte;or;10.00;mg/stuk;10.00;mg;Attention Deficit Hyperactivity Disorder (ADHD);126489
126497;N06BA04;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;METHYLFENIDAAT;EQUASYM XL 20 MG CAPSULE MGA (RETARD);METHYLFENIDAAT 20MG CAP MGA;capsule met gereguleerde afgifte;or;20.00;mg/stuk;20.00;mg;Attention Deficit Hyperactivity Disorder (ADHD);126497
126500;N06BA04;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;METHYLFENIDAAT;EQUASYM XL 30 MG CAPSULE MGA (RETARD);METHYLFENIDAAT 30MG CAP MGA;capsule met gereguleerde afgifte;or;30.00;mg/stuk;30.00;mg;Attention Deficit Hyperactivity Disorder (ADHD);126500
127086;N06BA04;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;METHYLFENIDAAT;MEDIKINET CR 40 MG CAPSULE MGA (RETARD);METHYLFENIDAAT 40MG CAP MGA;capsule met gereguleerde afgifte;or;40.00;mg/stuk;40.00;mg;Attention Deficit Hyperactivity Disorder (ADHD);127086
123668;N06BA04;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;METHYLFENIDAAT;METHYLFENIDAAT HCL 5 MG TABLET;METHYLFENIDAAT 5MG TABLET;tablet;or;5.00;mg/stuk;5.00;mg;Attention Deficit Hyperactivity Disorder (ADHD);123668
8354;N06BA04;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;METHYLFENIDAAT;METHYLFENIDAAT 10 MG TABLET;METHYLFENIDAAT 10MG TABLET;tablet;or;10.00;mg/stuk;10.00;mg;Attention Deficit Hyperactivity Disorder (ADHD);8354
116734;N06BA04;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;METHYLFENIDAAT  (RETARD);CONCERTA 18 MG TABLET MGA (RETARD);METHYLFENIDAAT 18MG TAB MGA;tablet met gereguleerde afgifte;or;18.00;mg/stuk;18.00;mg;Attention Deficit Hyperactivity Disorder (ADHD);116734
129798;N06BA04;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;METHYLFENIDAAT  (RETARD);CONCERTA 27 MG TABLET MGA (RETARD);METHYLFENIDAAT 27MG TABLET;tablet met gereguleerde afgifte;or;27.00;mg/stuk;27.00;mg;Attention Deficit Hyperactivity Disorder (ADHD);129798
116742;N06BA04;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;METHYLFENIDAAT (RETARD);CONCERTA 36 MG TABLET MGA (RETARD);METHYLFENIDAAT 36MG TAB MGA;tablet met gereguleerde afgifte;or;36.00;mg/stuk;36.00;mg;Attention Deficit Hyperactivity Disorder (ADHD);116742
117560;N06BA04;PSYCHOANALEPTICA;PSYCHOSTIMULANTIA, MIDDELEN VOOR ADHD EN NOOTROPICA;METHYLFENIDAAT (RETARD);CONCERTA 54 MG TABLET MGA (RETARD);METHYLFENIDAAT 54MG TAB MGA;tablet met gereguleerde afgifte;or;54.00;mg/stuk;54.00;mg;Attention Deficit Hyperactivity Disorder (ADHD);117560
8567;H02AB04;CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK;CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK;METHYLPREDNISOLON;DEPO MEDROL 40 MG/ML FLACON 1ML;METHYLPREDNISOL 40MG/ML INJ;injectievloeistof;im||intraartic||lesion||intraburs||periartic;40.00;mg/ml;40.00;mg;Pulse-therapie na rejectie donororganen of therapie resistente SLE||Alloreactieve longproblemen||High-dose schema (nektrauma) ||Hemolytische autoimmuun anemie||Juveniele dermatomyositis;8567
70777;H02AB04;CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK;CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK;METHYLPREDNISOLON;SOLU MEDROL 125 MG POEDER VOOR INFUUS;METHYLPREDNISOL 125MG INFPD;poeder voor oplossing voor infusie;im||iv;125.00;mg/stuk;125.00;mg;Pulse-therapie na rejectie donororganen of therapie resistente SLE||Alloreactieve longproblemen||High-dose schema (nektrauma) ||Hemolytische autoimmuun anemie||Juveniele dermatomyositis;70777
70785;H02AB04;CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK;CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK;METHYLPREDNISOLON;SOLU MEDROL 500MG POEDER VOOR INFUUS;METHYLPREDNISOL 500MG INFPD;poeder voor oplossing voor infusie;iv;500.00;mg/stuk;500.00;mg;Pulse-therapie na rejectie donororganen of therapie resistente SLE||Alloreactieve longproblemen||High-dose schema (nektrauma) ||Hemolytische autoimmuun anemie||Juveniele dermatomyositis;70785
142018;V03AB17;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;ALLE OVERIGE THERAPEUTISCHE MIDDELEN;METHYLTHIONINE;METHYLTHIONINE 5 MG/ML AMPUL 10 ML;METHYLTHIONINE 5MG/ML INJVL;injectievloeistof;iv;5.00;mg/ml;5.00;mg;Methemoglobinemie||Aniline of dapsone geïnduceerde methemoglobinemie;142018
19399;A03FA01;MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN;MOTILITEITSBEVORDERENDE MIDDELEN;METOCLOPRAMIDE;PRIMPERAN 1 MG/ML DRANK 200ML;METOCLOPRAMIDE 1MG/ML DRANK;drank;or;1.00;mg/ml;1.00;mg;Ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken;19399
71706;A03FA01;MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN;MOTILITEITSBEVORDERENDE MIDDELEN;METOCLOPRAMIDE;PRIMPERAN 5MG/ML INJVLST 2ML;METOCLOPRA 5MG/ML INJ HCL;injectievloeistof;im||iv;5.00;mg/ml;5.00;mg;Ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken;71706
19429;A03FA01;MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN;MOTILITEITSBEVORDERENDE MIDDELEN;METOCLOPRAMIDE;METOCLOPRAMIDE 10 MG TABLET;METOCLOPRAMIDE 10MG TABLET;tablet;or;10.00;mg/stuk;5.00;mg;Ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken;19429
63622;A03FA01;MIDDELEN BIJ FUNCTIONELE MAAGDARMSTOORNISSEN;MOTILITEITSBEVORDERENDE MIDDELEN;METOCLOPRAMIDE;PRIMPERAN 10 MG ZETPIL;METOCLOPRAMIDE 10MG ZETPIL;zetpil;rect;10.00;mg/stuk;10.00;mg;Ernstige misselijkheid en braken waarvan de oorzaak bekend is en indien behandeling met andere middelen onvoldoende effectief is gebleken;63622
38067;C07AB02;BETA-BLOKKERS;BETA-BLOKKERS;METOPROLOL;SELOKEEN 1 MG/ML AMPUL 5ML;METOPROLOL 1MG/ML INJVLST;injectievloeistof;iv;1.00;mg/ml;1.00;mg;Hypertensie||Gedilateerde cardiomyopathie met hartfalen;38067
10642;C07AB02;BETA-BLOKKERS;BETA-BLOKKERS;METOPROLOL;METOPROLOLTARTRAAT 50 MG TABLET;METOPROLOL 50MG TABLET;tablet;or;50.00;mg/stuk;25.00;mg;Hypertensie||Gedilateerde cardiomyopathie met hartfalen;10642
17175;C07AB02;BETA-BLOKKERS;BETA-BLOKKERS;METOPROLOL;METOPROLOL TARTRAAT 100 MG TABLET;METOPROLOL 100MG TABLET;tablet;or;100.00;mg/stuk;50.00;mg;Hypertensie||Gedilateerde cardiomyopathie met hartfalen;17175
125598;C07AB02;BETA-BLOKKERS;BETA-BLOKKERS;METOPROLOL (RETARD);SELOKEEN ZOC 25 MG TABLET MGA (RETARD);METOPROLOL 25MG TAB MGA SUC;tablet met gereguleerde afgifte;or;23.75;mg/stuk;11.88;mg;Hypertensie||Gedilateerde cardiomyopathie met hartfalen;125598
71005;C07AB02;BETA-BLOKKERS;BETA-BLOKKERS;METOPROLOL MGA (RETARD);METOPROLOLSUCCINAAT 50 MG TABLET MGA (RETARD);METOPROLOL 50MG TAB MGA SUC;tablet met gereguleerde afgifte;or;47.50;mg/stuk;23.75;mg;Hypertensie||Gedilateerde cardiomyopathie met hartfalen;71005
71013;C07AB02;BETA-BLOKKERS;BETA-BLOKKERS;METOPROLOL (RETARD);METOPROLOL SUCCINAAT 100 MG TABLET MGA (RETARD);METOPROLOL 100MG TB MGA SUC;tablet met gereguleerde afgifte;or;95.00;mg/stuk;47.50;mg;Hypertensie||Gedilateerde cardiomyopathie met hartfalen;71013
71021;C07AB02;BETA-BLOKKERS;BETA-BLOKKERS;METOPROLOL (RETARD);METOPROLOL SUCCINAAT 200 MG TABLET MGA (RETARD);METOPROLOL 200MG TB MGA SUC;tablet met gereguleerde afgifte;or;190.00;mg/stuk;190.00;mg;Hypertensie||Gedilateerde cardiomyopathie met hartfalen;71021
54259;P01AB01;ANTIPROTOZOICA;AMOEBIASISMIDDELEN EN ANDERE ANTIPROTOZOICA;METRONIDAZOL;FLAGYL 40 MG/ML SUSPENSIE;METRONIDAZOL 40MG/ML SUSPEN;suspensie voor oraal gebruik;or;40.00;mg/ml;40.00;mg;Anaerobe infecties||Organisch zuursyndroom||Dientamoebiasis||Giardiasis||Microsporidiosis||Trichomoniasis||Blastocystosis ||Eradicatie H.Pylori (triple therapie)||Gardnerella vaginalis||Amoebiasis||Preoperatieve profylaxe;54259
15393;P01AB01;ANTIPROTOZOICA;AMOEBIASISMIDDELEN EN ANDERE ANTIPROTOZOICA;METRONIDAZOL;METRONIDAZOL 250 MG TABLET;METRONIDAZOL 250MG TABLET;tablet;or;250.00;mg/stuk;125.00;mg;Anaerobe infecties||Organisch zuursyndroom||Dientamoebiasis||Giardiasis||Microsporidiosis||Trichomoniasis||Blastocystosis ||Eradicatie H.Pylori (triple therapie)||Gardnerella vaginalis||Amoebiasis||Preoperatieve profylaxe;15393
40487;P01AB01;ANTIPROTOZOICA;AMOEBIASISMIDDELEN EN ANDERE ANTIPROTOZOICA;METRONIDAZOL;METRONIDAZOL 500 MG TABLET;METRONIDAZOL 500MG TABLET;tablet;or;500.00;mg/stuk;250.00;mg;Anaerobe infecties||Organisch zuursyndroom||Dientamoebiasis||Giardiasis||Microsporidiosis||Trichomoniasis||Blastocystosis ||Eradicatie H.Pylori (triple therapie)||Gardnerella vaginalis||Amoebiasis||Preoperatieve profylaxe;40487
132683;J02AX05;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;MICAFUNGINE;MYCAMINE 50 MG POEDER VOOR INFUSIE;MICAFUNGINE 50MG INFPDR;poeder voor oplossing voor infusie;iv;50.00;mg/stuk;50.00;mg;Invasieve candidiasis||Profylaxe van Candida-infectie;132683
132691;J02AX05;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;ANTIMYCOTICA VOOR SYSTEMISCH GEBRUIK;MICAFUNGINE;MYCAMINE 100 MG POEDER VOOR INFUSIE;MICAFUNGINE 100MG INFPDR;poeder voor oplossing voor infusie;iv;100.00;mg/stuk;100.00;mg;Invasieve candidiasis||Profylaxe van Candida-infectie;132691
9032;D01AC02;ANTIMYCOTICA VOOR DERMATOLOGISCH GEBRUIK;ANTIMYCOTICA, LOKALE;MICONAZOL;DAKTARIN CREME 20MG/G;MICONAZOL 20MG/G CREME;creme;cutaan;20.00;mg/gr;20.00;mg;Schimmelinfecties van de huid||Luierdermatitis met secundaire candidida infectie;9032
14001;A07AC01;ANTIDIARRHOICA, ANTI-INFLAMM./ANTIMICROBIELE DARMMIDDELEN;ANTIMICROBIELE DARMMIDDELEN;MICONAZOL;DAKTARIN 20 MG/G ORALE GEL 80G;MICONAZOL 20MG/G GEL ORAAL;gel voor oraal gebruik;or;20.00;mg/gr;20.00;mg;Schimmelinfecties van de mondholte en/of het maag-darmkanaal;14001
119644;D01AC02;ANTIMYCOTICA VOOR DERMATOLOGISCH GEBRUIK;ANTIMYCOTICA, LOKALE;MICONAZOL;DAKTARIN 20 MG/ML NAGELLAK 30ML;MICONAZOL 20MG/ML OPL CUTAA;oplossing voor cutaan gebruik;cutaan;20.00;mg/ml;20.00;mg;Schimmelinfecties van de huid||Luierdermatitis met secundaire candidida infectie;119644
14036;D01AC02;ANTIMYCOTICA VOOR DERMATOLOGISCH GEBRUIK;ANTIMYCOTICA, LOKALE;MICONAZOL;MICONAZOL NITRAAT 20 MG/G POEDER 20G;MICONAZOL 20MG/G STROOIPDR;strooipoeder;cutaan;20.00;mg/gr;20.00;mg;Schimmelinfecties van de huid||Luierdermatitis met secundaire candidida infectie;14036
141933;N05CD08;PSYCHOLEPTICA;HYPNOTICA EN SEDATIVA;MIDAZOLAM;MIDAZOLAM 1MG/ML 100ML DRANK;MIDAZOLAM 1MG/ML DRANK;drank;or;1.00;mg/ml;1.00;mg;Premedicatie vóór inleiding van anesthesie||Procedurele sedatie||Sedatie op de IC||Status epilepticus||Dyspnoe in de palliatieve fase||Angst en depressie in de palliatieve fase;141933
133779;N05CD08;PSYCHOLEPTICA;HYPNOTICA EN SEDATIVA;MIDAZOLAM;MIDAZOLAM 5 MG/ML AMPUL 1 ML;MIDAZOLAM 5MG/ML INJVLST;injectievloeistof;im||iv||rect||sc;5.00;mg/ml;5.00;mg;Premedicatie vóór inleiding van anesthesie||Procedurele sedatie||Sedatie op de IC||Status epilepticus||Dyspnoe in de palliatieve fase||Angst en depressie in de palliatieve fase;133779
145874;N05CD08;PSYCHOLEPTICA;HYPNOTICA EN SEDATIVA;MIDAZOLAM;MIDAZOLAM NEUSSPRAY 2,5 MG/DO FLACON  95 DOSES;MIDAZOLAM 2,5MG/DO NEUSSPRA;neusspray;nasaal;2.50;mg/dose;2.50;mg;Premedicatie vóór inleiding van anesthesie||Procedurele sedatie||Sedatie op de IC||Status epilepticus||Dyspnoe in de palliatieve fase||Angst en depressie in de palliatieve fase;145874
77712;N05CD08;PSYCHOLEPTICA;HYPNOTICA EN SEDATIVA;MIDAZOLAM;DORMICUM 7,5 MG TABLET;MIDAZOLAM 7,5MG TABLET;tablet;or;7.50;mg/stuk;7.50;mg;Premedicatie vóór inleiding van anesthesie||Procedurele sedatie||Sedatie op de IC||Status epilepticus||Dyspnoe in de palliatieve fase||Angst en depressie in de palliatieve fase;77712
